inj_id,layer_injected,weight_coords,bit_to_change,desired_size,top_one_correct,masked,non_critical,critical
6193,encoder.layers.encoder_layer_7.mlp.0.weight, 149  217 ,8,1101,1035,0,1101,0
6194,encoder.layers.encoder_layer_7.mlp.0.weight, 2339  333 ,15,1101,1035,0,1101,0
6195,encoder.layers.encoder_layer_7.mlp.0.weight, 156  229 ,11,1101,1035,0,1101,0
6196,encoder.layers.encoder_layer_7.mlp.0.weight, 1657  265 ,4,1101,1035,0,1101,0
6197,encoder.layers.encoder_layer_7.mlp.0.weight, 1657  190 ,16,1101,1035,0,1101,0
6198,encoder.layers.encoder_layer_7.mlp.0.weight, 2984  636 ,21,1101,1035,0,1101,0
6199,encoder.layers.encoder_layer_7.mlp.0.weight, 572  0 ,30,1101,117,0,120,981
6200,encoder.layers.encoder_layer_7.mlp.0.weight, 2088  519 ,3,1101,1035,0,1101,0
6201,encoder.layers.encoder_layer_7.mlp.0.weight, 773  106 ,27,1101,1035,0,1101,0
6202,encoder.layers.encoder_layer_7.mlp.0.weight, 1395  270 ,3,1101,1035,0,1101,0
6203,encoder.layers.encoder_layer_7.mlp.0.weight, 2569  45 ,5,1101,1035,0,1101,0
6204,encoder.layers.encoder_layer_7.mlp.0.weight, 1841  288 ,20,1101,1035,0,1101,0
6205,encoder.layers.encoder_layer_7.mlp.0.weight, 450  399 ,22,1101,1035,0,1101,0
6206,encoder.layers.encoder_layer_7.mlp.0.weight, 2913  98 ,10,1101,1035,0,1101,0
6207,encoder.layers.encoder_layer_7.mlp.0.weight, 2399  48 ,7,1101,1035,0,1101,0
6208,encoder.layers.encoder_layer_7.mlp.0.weight, 1026  332 ,10,1101,1035,0,1101,0
6209,encoder.layers.encoder_layer_7.mlp.0.weight, 2209  670 ,15,1101,1035,0,1101,0
6210,encoder.layers.encoder_layer_7.mlp.0.weight, 2027  325 ,0,1101,1035,0,1101,0
6211,encoder.layers.encoder_layer_7.mlp.0.weight, 2006  431 ,28,1101,1035,0,1101,0
6212,encoder.layers.encoder_layer_7.mlp.0.weight, 783  392 ,7,1101,1035,0,1101,0
6213,encoder.layers.encoder_layer_7.mlp.0.weight, 1538  60 ,26,1101,1035,0,1101,0
6214,encoder.layers.encoder_layer_7.mlp.0.weight, 1918  348 ,1,1101,1035,0,1101,0
6215,encoder.layers.encoder_layer_7.mlp.0.weight, 2463  372 ,20,1101,1035,0,1101,0
6216,encoder.layers.encoder_layer_7.mlp.0.weight, 2251  252 ,21,1101,1035,0,1101,0
6217,encoder.layers.encoder_layer_7.mlp.0.weight, 1944  571 ,6,1101,1035,0,1101,0
6218,encoder.layers.encoder_layer_7.mlp.0.weight, 222  449 ,18,1101,1035,0,1101,0
6219,encoder.layers.encoder_layer_7.mlp.0.weight, 1053  692 ,4,1101,1035,0,1101,0
6220,encoder.layers.encoder_layer_7.mlp.0.weight, 2316  525 ,22,1101,1035,0,1101,0
6221,encoder.layers.encoder_layer_7.mlp.0.weight, 2578  557 ,6,1101,1035,0,1101,0
6222,encoder.layers.encoder_layer_7.mlp.0.weight, 1920  476 ,4,1101,1035,0,1101,0
6223,encoder.layers.encoder_layer_7.mlp.0.weight, 2001  468 ,12,1101,1035,0,1101,0
6224,encoder.layers.encoder_layer_7.mlp.0.weight, 1696  766 ,3,1101,1035,0,1101,0
6225,encoder.layers.encoder_layer_7.mlp.0.weight, 2086  390 ,3,1101,1035,0,1101,0
6226,encoder.layers.encoder_layer_7.mlp.0.weight, 1910  479 ,16,1101,1035,0,1101,0
6227,encoder.layers.encoder_layer_7.mlp.0.weight, 926  628 ,20,1101,1035,0,1101,0
6228,encoder.layers.encoder_layer_7.mlp.0.weight, 833  247 ,11,1101,1035,0,1101,0
6229,encoder.layers.encoder_layer_7.mlp.0.weight, 1743  733 ,17,1101,1035,0,1101,0
6230,encoder.layers.encoder_layer_7.mlp.0.weight, 2538  671 ,2,1101,1035,0,1101,0
6231,encoder.layers.encoder_layer_7.mlp.0.weight, 106  379 ,14,1101,1035,0,1101,0
6232,encoder.layers.encoder_layer_7.mlp.0.weight, 2789  145 ,19,1101,1035,0,1101,0
6233,encoder.layers.encoder_layer_7.mlp.0.weight, 2826  11 ,5,1101,1035,0,1101,0
6234,encoder.layers.encoder_layer_7.mlp.0.weight, 533  585 ,30,1101,81,0,80,1021
6235,encoder.layers.encoder_layer_7.mlp.0.weight, 1623  712 ,7,1101,1035,0,1101,0
6236,encoder.layers.encoder_layer_7.mlp.0.weight, 3029  574 ,11,1101,1035,0,1101,0
6237,encoder.layers.encoder_layer_7.mlp.0.weight, 638  52 ,20,1101,1035,0,1101,0
6238,encoder.layers.encoder_layer_7.mlp.0.weight, 947  140 ,24,1101,1035,0,1101,0
6239,encoder.layers.encoder_layer_7.mlp.0.weight, 1723  453 ,24,1101,1035,0,1101,0
6240,encoder.layers.encoder_layer_7.mlp.0.weight, 2113  529 ,30,1101,344,0,346,755
6241,encoder.layers.encoder_layer_7.mlp.0.weight, 116  526 ,22,1101,1035,0,1101,0
6242,encoder.layers.encoder_layer_7.mlp.0.weight, 506  341 ,22,1101,1035,0,1101,0
6243,encoder.layers.encoder_layer_7.mlp.0.weight, 1196  379 ,13,1101,1035,0,1101,0
6244,encoder.layers.encoder_layer_7.mlp.0.weight, 2742  451 ,31,1101,1035,0,1101,0
6245,encoder.layers.encoder_layer_7.mlp.0.weight, 330  186 ,15,1101,1035,0,1101,0
6246,encoder.layers.encoder_layer_7.mlp.0.weight, 2896  32 ,20,1101,1035,0,1101,0
6247,encoder.layers.encoder_layer_7.mlp.0.weight, 2378  601 ,21,1101,1035,0,1101,0
6248,encoder.layers.encoder_layer_7.mlp.0.weight, 805  230 ,3,1101,1035,0,1101,0
6249,encoder.layers.encoder_layer_7.mlp.0.weight, 1909  741 ,29,1101,1035,0,1101,0
6250,encoder.layers.encoder_layer_7.mlp.0.weight, 1025  580 ,31,1101,1035,0,1101,0
6251,encoder.layers.encoder_layer_7.mlp.0.weight, 1253  620 ,12,1101,1035,0,1101,0
6252,encoder.layers.encoder_layer_7.mlp.0.weight, 742  452 ,12,1101,1035,0,1101,0
6253,encoder.layers.encoder_layer_7.mlp.0.weight, 688  32 ,15,1101,1035,0,1101,0
6254,encoder.layers.encoder_layer_7.mlp.0.weight, 32  593 ,15,1101,1035,0,1101,0
6255,encoder.layers.encoder_layer_7.mlp.0.weight, 1726  667 ,20,1101,1035,0,1101,0
6256,encoder.layers.encoder_layer_7.mlp.0.weight, 1329  16 ,30,1101,953,0,1001,100
6257,encoder.layers.encoder_layer_7.mlp.0.weight, 258  75 ,10,1101,1035,0,1101,0
6258,encoder.layers.encoder_layer_7.mlp.0.weight, 1856  75 ,19,1101,1035,0,1101,0
6259,encoder.layers.encoder_layer_7.mlp.0.weight, 329  243 ,4,1101,1035,0,1101,0
6260,encoder.layers.encoder_layer_7.mlp.0.weight, 3003  130 ,5,1101,1035,0,1101,0
6261,encoder.layers.encoder_layer_7.mlp.0.weight, 439  58 ,23,1101,1035,0,1101,0
6262,encoder.layers.encoder_layer_7.mlp.0.weight, 3005  750 ,7,1101,1035,0,1101,0
6263,encoder.layers.encoder_layer_7.mlp.0.weight, 2024  562 ,16,1101,1035,0,1101,0
6264,encoder.layers.encoder_layer_7.mlp.0.weight, 486  21 ,31,1101,1035,0,1101,0
6265,encoder.layers.encoder_layer_7.mlp.0.weight, 744  551 ,22,1101,1035,0,1101,0
6266,encoder.layers.encoder_layer_7.mlp.0.weight, 2008  30 ,16,1101,1035,0,1101,0
6267,encoder.layers.encoder_layer_7.mlp.0.weight, 2397  329 ,6,1101,1035,0,1101,0
6268,encoder.layers.encoder_layer_7.mlp.0.weight, 976  647 ,30,1101,961,0,991,110
6269,encoder.layers.encoder_layer_7.mlp.0.weight, 2702  251 ,17,1101,1035,0,1101,0
6270,encoder.layers.encoder_layer_7.mlp.0.weight, 2152  676 ,1,1101,1035,0,1101,0
6271,encoder.layers.encoder_layer_7.mlp.0.weight, 2027  166 ,14,1101,1035,0,1101,0
6272,encoder.layers.encoder_layer_7.mlp.0.weight, 681  258 ,6,1101,1035,0,1101,0
6273,encoder.layers.encoder_layer_7.mlp.0.weight, 1254  225 ,12,1101,1035,0,1101,0
6274,encoder.layers.encoder_layer_7.mlp.0.weight, 347  452 ,13,1101,1035,0,1101,0
6275,encoder.layers.encoder_layer_7.mlp.0.weight, 2167  576 ,27,1101,1035,0,1101,0
6276,encoder.layers.encoder_layer_7.mlp.0.weight, 1417  133 ,2,1101,1035,0,1101,0
6277,encoder.layers.encoder_layer_7.mlp.0.weight, 374  499 ,27,1101,1035,0,1101,0
6278,encoder.layers.encoder_layer_7.mlp.0.weight, 1883  143 ,6,1101,1035,0,1101,0
6279,encoder.layers.encoder_layer_7.mlp.0.weight, 1251  249 ,25,1101,1035,0,1101,0
6280,encoder.layers.encoder_layer_7.mlp.0.weight, 1107  606 ,22,1101,1035,0,1101,0
6281,encoder.layers.encoder_layer_7.mlp.0.weight, 820  389 ,27,1101,1035,0,1101,0
6282,encoder.layers.encoder_layer_7.mlp.0.weight, 643  56 ,24,1101,1035,0,1101,0
6283,encoder.layers.encoder_layer_7.mlp.0.weight, 1541  509 ,1,1101,1035,0,1101,0
6284,encoder.layers.encoder_layer_7.mlp.0.weight, 2682  91 ,10,1101,1035,0,1101,0
6285,encoder.layers.encoder_layer_7.mlp.0.weight, 2529  535 ,18,1101,1035,0,1101,0
6286,encoder.layers.encoder_layer_7.mlp.0.weight, 1068  752 ,4,1101,1035,0,1101,0
6287,encoder.layers.encoder_layer_7.mlp.0.weight, 2175  285 ,6,1101,1035,0,1101,0
6288,encoder.layers.encoder_layer_7.mlp.0.weight, 2940  620 ,29,1101,1035,0,1101,0
6289,encoder.layers.encoder_layer_7.mlp.0.weight, 898  557 ,25,1101,1035,0,1101,0
6290,encoder.layers.encoder_layer_7.mlp.0.weight, 341  208 ,13,1101,1035,0,1101,0
6291,encoder.layers.encoder_layer_7.mlp.0.weight, 1418  476 ,26,1101,1035,0,1101,0
6292,encoder.layers.encoder_layer_7.mlp.0.weight, 1215  41 ,1,1101,1035,0,1101,0
6293,encoder.layers.encoder_layer_7.mlp.0.weight, 320  330 ,1,1101,1035,0,1101,0
6294,encoder.layers.encoder_layer_7.mlp.0.weight, 2389  462 ,8,1101,1035,0,1101,0
6295,encoder.layers.encoder_layer_7.mlp.0.weight, 2513  262 ,6,1101,1035,0,1101,0
6296,encoder.layers.encoder_layer_7.mlp.0.weight, 2501  162 ,5,1101,1035,0,1101,0
6297,encoder.layers.encoder_layer_7.mlp.0.weight, 3007  269 ,29,1101,1035,0,1101,0
6298,encoder.layers.encoder_layer_7.mlp.0.weight, 385  746 ,25,1101,1035,0,1101,0
6299,encoder.layers.encoder_layer_7.mlp.0.weight, 1752  697 ,8,1101,1035,0,1101,0
6300,encoder.layers.encoder_layer_7.mlp.0.weight, 1761  406 ,10,1101,1035,0,1101,0
6301,encoder.layers.encoder_layer_7.mlp.0.weight, 607  594 ,9,1101,1035,0,1101,0
6302,encoder.layers.encoder_layer_7.mlp.0.weight, 818  447 ,24,1101,1035,0,1101,0
6303,encoder.layers.encoder_layer_7.mlp.0.weight, 1725  145 ,27,1101,1035,0,1101,0
6304,encoder.layers.encoder_layer_7.mlp.0.weight, 1571  652 ,6,1101,1035,0,1101,0
6305,encoder.layers.encoder_layer_7.mlp.0.weight, 2908  725 ,6,1101,1035,0,1101,0
6306,encoder.layers.encoder_layer_7.mlp.0.weight, 1215  193 ,27,1101,1035,0,1101,0
6307,encoder.layers.encoder_layer_7.mlp.0.weight, 2919  760 ,18,1101,1035,0,1101,0
6308,encoder.layers.encoder_layer_7.mlp.0.weight, 644  65 ,25,1101,1035,0,1101,0
6309,encoder.layers.encoder_layer_7.mlp.0.weight, 1551  558 ,24,1101,1035,0,1101,0
6310,encoder.layers.encoder_layer_7.mlp.0.weight, 229  102 ,19,1101,1035,0,1101,0
6311,encoder.layers.encoder_layer_7.mlp.0.weight, 2846  700 ,2,1101,1035,0,1101,0
6312,encoder.layers.encoder_layer_7.mlp.0.weight, 2581  589 ,28,1101,1035,0,1101,0
6313,encoder.layers.encoder_layer_7.mlp.0.weight, 2969  654 ,3,1101,1035,0,1101,0
6314,encoder.layers.encoder_layer_7.mlp.0.weight, 1322  739 ,12,1101,1035,0,1101,0
6315,encoder.layers.encoder_layer_7.mlp.0.weight, 1353  733 ,13,1101,1035,0,1101,0
6316,encoder.layers.encoder_layer_7.mlp.0.weight, 539  554 ,4,1101,1035,0,1101,0
6317,encoder.layers.encoder_layer_7.mlp.0.weight, 506  298 ,17,1101,1035,0,1101,0
6318,encoder.layers.encoder_layer_7.mlp.0.weight, 1540  142 ,27,1101,1035,0,1101,0
6319,encoder.layers.encoder_layer_7.mlp.0.weight, 1349  543 ,14,1101,1035,0,1101,0
6320,encoder.layers.encoder_layer_7.mlp.0.weight, 2874  313 ,30,1101,266,0,268,833
6321,encoder.layers.encoder_layer_7.mlp.0.weight, 2078  269 ,5,1101,1035,0,1101,0
6322,encoder.layers.encoder_layer_7.mlp.0.weight, 1753  15 ,6,1101,1035,0,1101,0
6323,encoder.layers.encoder_layer_7.mlp.0.weight, 2984  106 ,20,1101,1035,0,1101,0
6324,encoder.layers.encoder_layer_7.mlp.0.weight, 1846  373 ,17,1101,1035,0,1101,0
6325,encoder.layers.encoder_layer_7.mlp.0.weight, 1769  624 ,15,1101,1035,0,1101,0
6326,encoder.layers.encoder_layer_7.mlp.0.weight, 1720  179 ,15,1101,1035,0,1101,0
6327,encoder.layers.encoder_layer_7.mlp.0.weight, 224  380 ,16,1101,1035,0,1101,0
6328,encoder.layers.encoder_layer_7.mlp.0.weight, 127  474 ,28,1101,1035,0,1101,0
6329,encoder.layers.encoder_layer_7.mlp.0.weight, 822  477 ,29,1101,1035,0,1101,0
6330,encoder.layers.encoder_layer_7.mlp.0.weight, 2058  546 ,24,1101,1035,0,1101,0
6331,encoder.layers.encoder_layer_7.mlp.0.weight, 302  477 ,24,1101,1035,0,1101,0
6332,encoder.layers.encoder_layer_7.mlp.0.weight, 2630  456 ,12,1101,1035,0,1101,0
6333,encoder.layers.encoder_layer_7.mlp.0.weight, 1218  214 ,26,1101,1035,0,1101,0
6334,encoder.layers.encoder_layer_7.mlp.0.weight, 2309  477 ,5,1101,1035,0,1101,0
6335,encoder.layers.encoder_layer_7.mlp.0.weight, 580  113 ,9,1101,1035,0,1101,0
6336,encoder.layers.encoder_layer_7.mlp.0.weight, 1006  425 ,15,1101,1035,0,1101,0
6337,encoder.layers.encoder_layer_7.mlp.0.weight, 1486  445 ,7,1101,1035,0,1101,0
6338,encoder.layers.encoder_layer_7.mlp.0.weight, 955  751 ,6,1101,1035,0,1101,0
6339,encoder.layers.encoder_layer_7.mlp.0.weight, 624  559 ,3,1101,1035,0,1101,0
6340,encoder.layers.encoder_layer_7.mlp.0.weight, 32  460 ,1,1101,1035,0,1101,0
6341,encoder.layers.encoder_layer_7.mlp.0.weight, 1663  291 ,26,1101,1035,0,1101,0
6342,encoder.layers.encoder_layer_7.mlp.0.weight, 2600  205 ,27,1101,1035,0,1101,0
6343,encoder.layers.encoder_layer_7.mlp.0.weight, 2822  347 ,31,1101,1035,0,1101,0
6344,encoder.layers.encoder_layer_7.mlp.0.weight, 480  678 ,27,1101,1035,0,1101,0
6345,encoder.layers.encoder_layer_7.mlp.0.weight, 765  185 ,26,1101,1035,0,1101,0
6346,encoder.layers.encoder_layer_7.mlp.0.weight, 1087  168 ,6,1101,1035,0,1101,0
6347,encoder.layers.encoder_layer_7.mlp.0.weight, 1716  615 ,21,1101,1035,0,1101,0
6348,encoder.layers.encoder_layer_7.mlp.0.weight, 2969  292 ,26,1101,1035,0,1101,0
6349,encoder.layers.encoder_layer_7.mlp.3.weight, 703  1953 ,29,1101,1035,0,1101,0
6350,encoder.layers.encoder_layer_7.mlp.3.weight, 424  2889 ,12,1101,1035,0,1101,0
6351,encoder.layers.encoder_layer_7.mlp.3.weight, 41  933 ,31,1101,1035,0,1101,0
6352,encoder.layers.encoder_layer_7.mlp.3.weight, 222  425 ,8,1101,1035,0,1101,0
6353,encoder.layers.encoder_layer_7.mlp.3.weight, 544  566 ,25,1101,1035,0,1101,0
6354,encoder.layers.encoder_layer_7.mlp.3.weight, 324  596 ,31,1101,1035,0,1101,0
6355,encoder.layers.encoder_layer_7.mlp.3.weight, 762  42 ,10,1101,1035,0,1101,0
6356,encoder.layers.encoder_layer_7.mlp.3.weight, 37  3046 ,24,1101,1035,0,1101,0
6357,encoder.layers.encoder_layer_7.mlp.3.weight, 605  315 ,8,1101,1035,0,1101,0
6358,encoder.layers.encoder_layer_7.mlp.3.weight, 652  2991 ,19,1101,1035,0,1101,0
6359,encoder.layers.encoder_layer_7.mlp.3.weight, 430  1672 ,8,1101,1035,0,1101,0
6360,encoder.layers.encoder_layer_7.mlp.3.weight, 381  2212 ,0,1101,1035,0,1101,0
6361,encoder.layers.encoder_layer_7.mlp.3.weight, 683  1546 ,13,1101,1035,0,1101,0
6362,encoder.layers.encoder_layer_7.mlp.3.weight, 601  9 ,24,1101,1035,0,1101,0
6363,encoder.layers.encoder_layer_7.mlp.3.weight, 421  2575 ,23,1101,1035,0,1101,0
6364,encoder.layers.encoder_layer_7.mlp.3.weight, 84  933 ,0,1101,1035,0,1101,0
6365,encoder.layers.encoder_layer_7.mlp.3.weight, 467  2573 ,23,1101,1035,0,1101,0
6366,encoder.layers.encoder_layer_7.mlp.3.weight, 598  835 ,0,1101,1035,0,1101,0
6367,encoder.layers.encoder_layer_7.mlp.3.weight, 582  1466 ,31,1101,1035,0,1101,0
6368,encoder.layers.encoder_layer_7.mlp.3.weight, 737  1289 ,20,1101,1035,0,1101,0
6369,encoder.layers.encoder_layer_7.mlp.3.weight, 210  1259 ,12,1101,1035,0,1101,0
6370,encoder.layers.encoder_layer_7.mlp.3.weight, 388  2936 ,13,1101,1035,0,1101,0
6371,encoder.layers.encoder_layer_7.mlp.3.weight, 533  1592 ,17,1101,1035,0,1101,0
6372,encoder.layers.encoder_layer_7.mlp.3.weight, 37  2873 ,16,1101,1035,0,1101,0
6373,encoder.layers.encoder_layer_7.mlp.3.weight, 167  442 ,25,1101,1035,0,1101,0
6374,encoder.layers.encoder_layer_7.mlp.3.weight, 260  2421 ,6,1101,1035,0,1101,0
6375,encoder.layers.encoder_layer_7.mlp.3.weight, 105  1865 ,13,1101,1035,0,1101,0
6376,encoder.layers.encoder_layer_7.mlp.3.weight, 585  2877 ,10,1101,1035,0,1101,0
6377,encoder.layers.encoder_layer_7.mlp.3.weight, 610  1650 ,25,1101,1035,0,1101,0
6378,encoder.layers.encoder_layer_7.mlp.3.weight, 631  2576 ,6,1101,1035,0,1101,0
6379,encoder.layers.encoder_layer_7.mlp.3.weight, 674  1609 ,14,1101,1035,0,1101,0
6380,encoder.layers.encoder_layer_7.mlp.3.weight, 567  756 ,7,1101,1035,0,1101,0
6381,encoder.layers.encoder_layer_7.mlp.3.weight, 393  2122 ,18,1101,1035,0,1101,0
6382,encoder.layers.encoder_layer_7.mlp.3.weight, 398  306 ,27,1101,1035,0,1101,0
6383,encoder.layers.encoder_layer_7.mlp.3.weight, 162  807 ,7,1101,1035,0,1101,0
6384,encoder.layers.encoder_layer_7.mlp.3.weight, 462  1079 ,5,1101,1035,0,1101,0
6385,encoder.layers.encoder_layer_7.mlp.3.weight, 757  1509 ,5,1101,1035,0,1101,0
6386,encoder.layers.encoder_layer_7.mlp.3.weight, 106  1490 ,0,1101,1035,0,1101,0
6387,encoder.layers.encoder_layer_7.mlp.3.weight, 237  1788 ,2,1101,1035,0,1101,0
6388,encoder.layers.encoder_layer_7.mlp.3.weight, 190  1142 ,20,1101,1035,0,1101,0
6389,encoder.layers.encoder_layer_7.mlp.3.weight, 617  2282 ,21,1101,1035,0,1101,0
6390,encoder.layers.encoder_layer_7.mlp.3.weight, 245  2483 ,23,1101,1035,0,1101,0
6391,encoder.layers.encoder_layer_7.mlp.3.weight, 204  1902 ,21,1101,1035,0,1101,0
6392,encoder.layers.encoder_layer_7.mlp.3.weight, 20  1610 ,16,1101,1035,0,1101,0
6393,encoder.layers.encoder_layer_7.mlp.3.weight, 150  1083 ,26,1101,1035,0,1101,0
6394,encoder.layers.encoder_layer_7.mlp.3.weight, 343  1127 ,2,1101,1035,0,1101,0
6395,encoder.layers.encoder_layer_7.mlp.3.weight, 169  2418 ,6,1101,1035,0,1101,0
6396,encoder.layers.encoder_layer_7.mlp.3.weight, 344  1973 ,7,1101,1035,0,1101,0
6397,encoder.layers.encoder_layer_7.mlp.3.weight, 63  3040 ,21,1101,1035,0,1101,0
6398,encoder.layers.encoder_layer_7.mlp.3.weight, 251  1821 ,1,1101,1035,0,1101,0
6399,encoder.layers.encoder_layer_7.mlp.3.weight, 478  969 ,30,1101,41,0,41,1060
6400,encoder.layers.encoder_layer_7.mlp.3.weight, 716  1498 ,31,1101,1035,0,1101,0
6401,encoder.layers.encoder_layer_7.mlp.3.weight, 546  298 ,28,1101,1035,0,1101,0
6402,encoder.layers.encoder_layer_7.mlp.3.weight, 520  1222 ,11,1101,1035,0,1101,0
6403,encoder.layers.encoder_layer_7.mlp.3.weight, 55  975 ,30,1101,41,0,41,1060
6404,encoder.layers.encoder_layer_7.mlp.3.weight, 599  2775 ,30,1101,41,0,41,1060
6405,encoder.layers.encoder_layer_7.mlp.3.weight, 114  1227 ,28,1101,1035,0,1101,0
6406,encoder.layers.encoder_layer_7.mlp.3.weight, 264  1727 ,0,1101,1035,0,1101,0
6407,encoder.layers.encoder_layer_7.mlp.3.weight, 433  601 ,15,1101,1035,0,1101,0
6408,encoder.layers.encoder_layer_7.mlp.3.weight, 17  604 ,14,1101,1035,0,1101,0
6409,encoder.layers.encoder_layer_7.mlp.3.weight, 550  6 ,13,1101,1035,0,1101,0
6410,encoder.layers.encoder_layer_7.mlp.3.weight, 541  38 ,16,1101,1035,0,1101,0
6411,encoder.layers.encoder_layer_7.mlp.3.weight, 627  685 ,21,1101,1035,0,1101,0
6412,encoder.layers.encoder_layer_7.mlp.3.weight, 576  622 ,2,1101,1035,0,1101,0
6413,encoder.layers.encoder_layer_7.mlp.3.weight, 443  391 ,6,1101,1035,0,1101,0
6414,encoder.layers.encoder_layer_7.mlp.3.weight, 613  2308 ,0,1101,1035,0,1101,0
6415,encoder.layers.encoder_layer_7.mlp.3.weight, 21  2348 ,25,1101,1035,0,1101,0
6416,encoder.layers.encoder_layer_7.mlp.3.weight, 134  750 ,6,1101,1035,0,1101,0
6417,encoder.layers.encoder_layer_7.mlp.3.weight, 466  1260 ,17,1101,1035,0,1101,0
6418,encoder.layers.encoder_layer_7.mlp.3.weight, 313  1845 ,24,1101,1035,0,1101,0
6419,encoder.layers.encoder_layer_7.mlp.3.weight, 239  859 ,7,1101,1035,0,1101,0
6420,encoder.layers.encoder_layer_7.mlp.3.weight, 84  2158 ,11,1101,1035,0,1101,0
6421,encoder.layers.encoder_layer_7.mlp.3.weight, 578  1874 ,9,1101,1035,0,1101,0
6422,encoder.layers.encoder_layer_7.mlp.3.weight, 440  499 ,15,1101,1035,0,1101,0
6423,encoder.layers.encoder_layer_7.mlp.3.weight, 26  878 ,2,1101,1035,0,1101,0
6424,encoder.layers.encoder_layer_7.mlp.3.weight, 468  948 ,26,1101,1035,0,1101,0
6425,encoder.layers.encoder_layer_7.mlp.3.weight, 260  104 ,1,1101,1035,0,1101,0
6426,encoder.layers.encoder_layer_7.mlp.3.weight, 568  333 ,3,1101,1035,0,1101,0
6427,encoder.layers.encoder_layer_7.mlp.3.weight, 60  702 ,8,1101,1035,0,1101,0
6428,encoder.layers.encoder_layer_7.mlp.3.weight, 50  1081 ,12,1101,1035,0,1101,0
6429,encoder.layers.encoder_layer_7.mlp.3.weight, 120  2109 ,11,1101,1035,0,1101,0
6430,encoder.layers.encoder_layer_7.mlp.3.weight, 7  609 ,4,1101,1035,0,1101,0
6431,encoder.layers.encoder_layer_7.mlp.3.weight, 369  2598 ,26,1101,1035,0,1101,0
6432,encoder.layers.encoder_layer_7.mlp.3.weight, 19  2981 ,30,1101,41,0,41,1060
6433,encoder.layers.encoder_layer_7.mlp.3.weight, 319  898 ,6,1101,1035,0,1101,0
6434,encoder.layers.encoder_layer_7.mlp.3.weight, 83  2913 ,16,1101,1035,0,1101,0
6435,encoder.layers.encoder_layer_7.mlp.3.weight, 712  304 ,29,1101,1035,0,1101,0
6436,encoder.layers.encoder_layer_7.mlp.3.weight, 210  3011 ,7,1101,1035,0,1101,0
6437,encoder.layers.encoder_layer_7.mlp.3.weight, 518  1531 ,22,1101,1035,0,1101,0
6438,encoder.layers.encoder_layer_7.mlp.3.weight, 529  584 ,27,1101,1035,0,1101,0
6439,encoder.layers.encoder_layer_7.mlp.3.weight, 688  1375 ,5,1101,1035,0,1101,0
6440,encoder.layers.encoder_layer_7.mlp.3.weight, 452  2808 ,0,1101,1035,0,1101,0
6441,encoder.layers.encoder_layer_7.mlp.3.weight, 78  2699 ,23,1101,1035,0,1101,0
6442,encoder.layers.encoder_layer_7.mlp.3.weight, 689  693 ,31,1101,1035,0,1101,0
6443,encoder.layers.encoder_layer_7.mlp.3.weight, 468  2313 ,12,1101,1035,0,1101,0
6444,encoder.layers.encoder_layer_7.mlp.3.weight, 43  1981 ,30,1101,41,0,41,1060
6445,encoder.layers.encoder_layer_7.mlp.3.weight, 491  2047 ,15,1101,1035,0,1101,0
6446,encoder.layers.encoder_layer_7.mlp.3.weight, 712  1995 ,26,1101,1035,0,1101,0
6447,encoder.layers.encoder_layer_7.mlp.3.weight, 41  2508 ,13,1101,1035,0,1101,0
6448,encoder.layers.encoder_layer_7.mlp.3.weight, 598  1997 ,2,1101,1035,0,1101,0
6449,encoder.layers.encoder_layer_7.mlp.3.weight, 650  2769 ,31,1101,1035,0,1101,0
6450,encoder.layers.encoder_layer_7.mlp.3.weight, 657  1854 ,6,1101,1035,0,1101,0
6451,encoder.layers.encoder_layer_7.mlp.3.weight, 340  164 ,14,1101,1035,0,1101,0
6452,encoder.layers.encoder_layer_7.mlp.3.weight, 645  2165 ,26,1101,1035,0,1101,0
6453,encoder.layers.encoder_layer_7.mlp.3.weight, 718  528 ,15,1101,1035,0,1101,0
6454,encoder.layers.encoder_layer_7.mlp.3.weight, 355  1714 ,20,1101,1035,0,1101,0
6455,encoder.layers.encoder_layer_7.mlp.3.weight, 641  1754 ,1,1101,1035,0,1101,0
6456,encoder.layers.encoder_layer_7.mlp.3.weight, 290  1493 ,20,1101,1035,0,1101,0
6457,encoder.layers.encoder_layer_7.mlp.3.weight, 171  1954 ,28,1101,1035,0,1101,0
6458,encoder.layers.encoder_layer_7.mlp.3.weight, 258  824 ,3,1101,1035,0,1101,0
6459,encoder.layers.encoder_layer_7.mlp.3.weight, 612  2969 ,13,1101,1035,0,1101,0
6460,encoder.layers.encoder_layer_7.mlp.3.weight, 246  17 ,6,1101,1035,0,1101,0
6461,encoder.layers.encoder_layer_7.mlp.3.weight, 667  620 ,27,1101,1035,0,1101,0
6462,encoder.layers.encoder_layer_7.mlp.3.weight, 40  1923 ,30,1101,41,0,41,1060
6463,encoder.layers.encoder_layer_7.mlp.3.weight, 757  1262 ,14,1101,1035,0,1101,0
6464,encoder.layers.encoder_layer_7.mlp.3.weight, 261  1217 ,12,1101,1035,0,1101,0
6465,encoder.layers.encoder_layer_7.mlp.3.weight, 438  1013 ,27,1101,1035,0,1101,0
6466,encoder.layers.encoder_layer_7.mlp.3.weight, 31  1698 ,11,1101,1035,0,1101,0
6467,encoder.layers.encoder_layer_7.mlp.3.weight, 293  1046 ,20,1101,1035,0,1101,0
